fa15a50f2131e9ef2ff6d892e82c29fa61314e0c,DELETE,regular-file,Library/Artifacts/6e/6e626dd4b5434245acc6306c72bde401,217886940,
895dd7f01a47f28aa9e960f241dc2d5b96136d47,DELETE,regular-file,Library/PackageCache/com.meta.xr.simulator@64.0.0/MetaXRSimulator/.synth_env_server/synth_env_server_Data/sharedassets3.assets,179331952,
